ID,Day,Month,Year,Target_country,Item_language,Recruit_code,Target_public,People_reached,Item_title,Item_type,Media_type
258,26,1,2024,Switzerland,German,PL_Informal,forest companies,1,Forstbetrieb Schwarzbubenland,informal conversation,local event
239,27,10,2023,Switzerland,German,PL_Informal,foresters from all sectors,30,"MyGardenOfTrees
Ein partizipatives wissenschaftliches Projekt zur Untersuchung von Waldverjüngung und - wachstum in ganz Europa",brochure,local event
263,27,10,2023,Switzerland,Italian,PL_Informal,foresters from all sectors,20,"MyGardenOfTrees.
Un progetto di ricerca partecipativo per lo studio della rigenerazione e della crescita delle foreste in Europa",brochure,local event
215,27,10,2023,Switzerland,French,PL_Informal,foresters from all sectors,5,"MyGardenOfTrees
Un projet de sciences participatives pour l'étude de la croissance et de la
régénération des forêts en Europe",brochure,local event
240,27,10,2023,Switzerland,German,PL_Informal,forestry offices,5,"MyGardenOfTrees
Ein partizipatives wissenschaftliches Projekt zur Untersuchung von Waldverjüngung und - wachstum in ganz Europa",brochure,local event
160,28,10,2023,Italy,Italian,PL_Informal,private forest owners,100,Forestalia,informal conversation,fair
249,1,11,2023,Switzerland,German,SM_Short,all,2,Sharing post on my LinkedIn page,short communication,social media
40,3,10,2022,Europe,Any,SM_Short,all,12,Facebook MyGardenOfTrees post- announcement of cooperation with Hrvatske šume ltd,short communication,social media
29,3,10,2022,Croatia,Croatian,SM_Short,all,100,Facebook Hrvatske šume- about the project MyGardenOfTrees,short communication,social media
49,7,9,2022,Europe,Any,SM_Short,all,,Sharing posts on MyGardenOfTrees facebook page,short communication,social media
41,9,8,2023,Europe,Any,SM_Short,all,,Facebook MyGardenOfTrees post- chambers status,short communication,social media
52,9,9,2023,Europe,Any,SM_Short,all,,Sharing posts on MyGardenOfTrees facebook page,short communication,social media
203,9,11,2022,Switzerland,French,OR_Long,all,150,"MyGardenOfTrees, ou comment améliorer la résilience de nos forêts",interview,radio
47,11,4,2024,Europe,Any,SM_Short,all,,Facebook MyGardenOfTrees post- sneak peek into Bosnian micro-garden promo,short communication,social media
42,11,8,2023,Europe,Any,SM_Short,all,,Facebook MyGardenOfTrees post- beech status from chamber,short communication,social media
50,13,9,2022,Europe,Any,SM_Short,all,,Sharing posts on MyGardenOfTrees facebook page,short communication,social media
48,15,1,2024,Europe,Any,SM_Short,foresters from all sectors,5,Sharing post on Communities for diverse forestry facebook group,short communication,social media
198,15,1,2024,Sweden,English,SM_Short,all,50,Sharing post on Students for Sustainability Sweden facebook group,short communication,social media
102,15,2,2024,France,French,SM_Short,all,1,Sharing post on my LinkedIn page,short communication,social media
259,15,2,2024,Switzerland,German,SM_Short,all,1,Sharing post on my LinkedIn page,short communication,social media
115,15,6,2023,Germany,German,SM_Short,all,50,,short communication,social media
113,15,6,2023,Germany,German,SM_Short,all,3,Sharing post on my LinkedIn page,short communication,social media
114,15,6,2023,Germany,German,SM_Short,all,3,Sharing post on my LinkedIn page,short communication,social media
89,15,6,2023,France,French,SM_Short,all,2,Sharing post on my LinkedIn page,short communication,social media
38,15,7,2022,Europe,Any,SM_Short,all,,Facebook MyGardenOfTrees post- announcement of cooperation with high school,short communication,social media
91,15,7,2023,France,French,SM_Short,all,3,Sharing post on my LinkedIn page,short communication,social media
43,15,8,2023,Europe,Any,SM_Short,all,,Facebook MyGardenOfTrees post- summer monitoring Swiss,short communication,social media
33,15,9,2023,Croatia,English,SM_Short,all,47,LinkedIn post,short communication,social media
99,15,10,2023,France,French,SM_Short,all,2,Sharing post on my LinkedIn page,short communication,social media
34,15,10,2023,Croatia,English,SM_Short,all,1,LinkedIn post,short communication,social media
101,15,11,2023,France,French,SM_Short,all,2,Sharing post on my LinkedIn page,short communication,social media
44,15,12,2023,Europe,Any,SM_Short,all,,Facebook MyGardenOfTrees post- Karlovac school monitoring promo,short communication,social media
53,16,10,2023,Europe,Any,SM_Short,all,,Sharing posts on MyGardenOfTrees facebook page,short communication,social media
32,17,4,2024,Croatia,Croatian,SM_Short,all,5,Facebook private post- canopies shared from MyGardenOfTrees,short communication,social media
39,18,7,2022,Europe,Any,SM_Short,all,,Facebook MyGardenOfTrees post- HŠ participants promo,short communication,social media
77,19,7,2022,France,French,SM_Short,all,,Sharing post on Facebook,short communication,social media
45,19,12,2023,Europe,Any,SM_Short,all,,Facebook MyGardenOfTrees post- SB school monitoring promo,short communication,social media
82,21,2,2023,France,French,SM_Short,all,,Sharing post on Facebook,short communication,social media
31,22,6,2023,Croatia,Croatian,SM_Short,all,5,Facebook private post- shared map of participants,short communication,social media
46,26,3,2024,Europe,Any,SM_Short,all,,Facebook MyGardenOfTrees post- Otočac school monitoring promo,short communication,social media
51,28,6,2023,Europe,Any,SM_Short,all,,Sharing posts on MyGardenOfTrees facebook page,short communication,social media
93,28,7,2023,France,French,SM_Short,all,,Sharing post on Facebook,short communication,social media
54,30,12,2023,Europe,Any,SM_Short,all,,Sharing posts on MyGardenOfTrees facebook page,short communication,social media
121,31,8,2022,Hungary,Hungarian,OR_Long,foresters from all sectors,50,MyGardenOfTrees – támogatott fajvándorlás,press release,newspaper
